account_key,status,join_date,cancel_date,days_to_cancel,is_udacity,is_canceled
795,canceled,9/3/15,13/3/15,4,FALSE,TRUE
1100,canceled,10/3/15,16/3/15,6,FALSE,TRUE
172,current,10/3/15,,,FALSE,FALSE
809,canceled,10/3/15,14/3/15,4,FALSE,TRUE
1276,current,10/3/15,,,FALSE,FALSE
542,current,10/7/15,,,FALSE,FALSE
1063,canceled,14/7/15,14/7/15,0,FALSE,TRUE
701,canceled,16/7/15,20/7/15,4,FALSE,TRUE
526,current,16/7/15,,,FALSE,FALSE
1255,canceled,17/7/15,23/7/15,6,FALSE,TRUE
355,current,17/7/15,,,FALSE,FALSE
901,current,17/7/15,,,FALSE,FALSE
1023,canceled,17/7/15,20/7/15,3,FALSE,TRUE
764,current,17/7/15,,,FALSE,FALSE
210,current,11/3/15,,,FALSE,FALSE
1048,current,11/3/15,,,FALSE,FALSE
543,current,1/4/15,,,FALSE,FALSE
1149,current,1/4/15,,,FALSE,FALSE
1175,canceled,2/4/15,9/6/15,68,FALSE,TRUE
781,current,2/4/15,,,FALSE,FALSE
425,current,5/4/15,,,FALSE,FALSE
118,current,6/4/15,,,FALSE,FALSE
310,current,6/4/15,,,FALSE,FALSE
19,canceled,6/4/15,13/7/15,98,FALSE,TRUE
1070,current,19/7/15,,,FALSE,FALSE
798,current,19/7/15,,,FALSE,FALSE
1270,canceled,20/7/15,20/7/15,0,FALSE,TRUE
548,current,20/7/15,,,FALSE,FALSE
1143,current,11/8/15,,,FALSE,FALSE
931,current,11/8/15,,,FALSE,FALSE
1056,current,12/8/15,,,FALSE,FALSE
1235,current,12/8/15,,,FALSE,FALSE
417,current,12/8/15,,,FALSE,FALSE
794,current,13/8/15,,,FALSE,FALSE
921,canceled,17/8/15,21/8/15,4,FALSE,TRUE
816,current,20/8/15,,,FALSE,FALSE
1269,current,21/8/15,,,FALSE,FALSE
1067,current,22/8/15,,,FALSE,FALSE
1157,current,22/8/15,,,FALSE,FALSE
980,canceled,8/4/15,14/4/15,6,FALSE,TRUE
726,canceled,8/4/15,15/5/15,37,FALSE,TRUE
177,current,10/4/15,,,FALSE,FALSE
797,current,24/4/15,,,FALSE,FALSE
49,current,24/4/15,,,FALSE,FALSE
376,current,5/5/15,,,FALSE,FALSE
1004,canceled,6/5/15,8/5/15,2,FALSE,TRUE
1024,canceled,6/5/15,11/5/15,5,FALSE,TRUE
228,current,7/5/15,,,FALSE,FALSE
173,current,7/5/15,,,FALSE,FALSE
422,current,8/5/15,,,FALSE,FALSE
236,current,10/5/15,,,FALSE,FALSE
779,canceled,10/5/15,18/6/15,39,FALSE,TRUE
881,canceled,11/5/15,14/5/15,3,FALSE,TRUE
1182,current,11/5/15,,,FALSE,FALSE
287,current,11/5/15,,,FALSE,FALSE
648,current,11/5/15,,,FALSE,FALSE
1249,canceled,11/5/15,18/7/15,68,FALSE,TRUE
519,current,11/5/15,,,FALSE,FALSE
1099,canceled,11/5/15,18/7/15,68,FALSE,TRUE
566,current,12/5/15,,,FALSE,FALSE
846,canceled,12/5/15,19/6/15,38,FALSE,TRUE
1052,canceled,12/5/15,19/7/15,68,FALSE,TRUE
1059,canceled,12/5/15,18/5/15,6,FALSE,TRUE
661,canceled,12/5/15,19/6/15,38,FALSE,TRUE
852,current,12/5/15,,,FALSE,FALSE
491,current,12/5/15,,,FALSE,FALSE
445,current,13/5/15,,,FALSE,FALSE
644,current,13/5/15,,,FALSE,FALSE
68,current,13/5/15,,,FALSE,FALSE
489,current,1/6/15,,,FALSE,FALSE
911,canceled,1/6/15,3/6/15,2,FALSE,TRUE
1291,canceled,3/6/15,3/6/15,0,FALSE,TRUE
1206,current,3/6/15,,,FALSE,FALSE
414,current,7/6/15,,,FALSE,FALSE
226,current,8/6/15,,,FALSE,FALSE
2,current,8/6/15,,,FALSE,FALSE
1241,canceled,9/6/15,9/6/15,0,FALSE,TRUE
1187,canceled,9/6/15,15/6/15,6,FALSE,TRUE
1274,current,8/7/15,,,FALSE,FALSE
218,current,8/7/15,,,FALSE,FALSE
324,current,9/7/15,,,FALSE,FALSE
891,canceled,9/7/15,15/7/15,6,FALSE,TRUE
1000,current,11/7/15,,,FALSE,FALSE
973,current,13/7/15,,,FALSE,FALSE
806,current,15/7/15,,,FALSE,FALSE
1178,canceled,16/7/15,7/8/15,22,FALSE,TRUE
832,current,16/7/15,,,FALSE,FALSE
1232,canceled,16/7/15,17/7/15,1,FALSE,TRUE
1057,canceled,17/7/15,21/7/15,4,FALSE,TRUE
689,current,17/7/15,,,FALSE,FALSE
1278,current,17/7/15,,,FALSE,FALSE
1272,canceled,17/7/15,23/7/15,6,FALSE,TRUE
438,current,17/7/15,,,FALSE,FALSE
992,current,17/7/15,,,FALSE,FALSE
575,current,17/7/15,,,FALSE,FALSE
807,canceled,20/7/15,22/7/15,2,FALSE,TRUE
1298,current,11/8/15,,,FALSE,FALSE
751,current,11/8/15,,,FALSE,FALSE
1176,current,12/8/15,,,FALSE,FALSE
1110,current,13/8/15,,,FALSE,FALSE
1116,canceled,15/8/15,18/8/15,3,FALSE,TRUE
874,current,22/8/15,,,FALSE,FALSE
686,current,23/8/15,,,FALSE,FALSE
